,Year,Month,MobileWeb_or_Web,Type_of_Customers?,Where_Are_They_comming_from?,Which_Place_in_India?,How_many_Landed_on_our_Page?,How_many_Landed_on_the_our_Page_and_clicked_on_a_button?,How_many_Landed_on_the_our_Page_and_clicked_on_a_button_and_started_filling_the_Form?,How_many_Landed_on_the_our_Page_and_clicked_on_a_button_and_started_filling_the_Form_and_Completed_and_submited_the_form?
325,2019,6,0,1,Unidentified_Sources,Bangalore,54882.0,41611.0,13657,6254
326,2019,6,0,1,Unidentified_Sources,Chennai,61327.0,46062.0,15119,7178
327,2019,6,0,1,Unidentified_Sources,Dehradun,88255.0,71874.0,13100,7261
328,2019,6,0,1,Unidentified_Sources,Indore,410247.0,323351.0,158927,89959
329,2019,6,0,1,Unidentified_Sources,Pune,158587.0,117129.0,39420,22758
330,2019,6,1,0,Came_From_Google,Bangalore,0.0,0.0,48245,13416
331,2019,6,1,0,Came_From_Google,Chennai,0.0,0.0,16854,4233
332,2019,6,1,0,Came_From_Google,Dehradun,0.0,0.0,34439,11126
333,2019,6,1,0,Came_From_Google,Indore,0.0,0.0,170220,61584
334,2019,6,1,0,Came_From_Google,Pune,0.0,0.0,157807,37978
335,2019,6,1,0,Landed_on_the_page_Directly,Bangalore,0.0,0.0,108667,27585
336,2019,6,1,0,Landed_on_the_page_Directly,Chennai,0.0,0.0,44996,9286
337,2019,6,1,0,Landed_on_the_page_Directly,Dehradun,0.0,0.0,74219,15545
338,2019,6,1,0,Landed_on_the_page_Directly,Indore,0.0,0.0,391962,149217
339,2019,6,1,0,Landed_on_the_page_Directly,Pune,0.0,0.0,515803,87585
340,2019,6,1,0,Unidentified_Sources,Bangalore,0.0,0.0,15764,4098
341,2019,6,1,0,Unidentified_Sources,Chennai,0.0,0.0,9792,2081
342,2019,6,1,0,Unidentified_Sources,Dehradun,0.0,0.0,13076,3888
343,2019,6,1,0,Unidentified_Sources,Indore,0.0,0.0,69002,22954
344,2019,6,1,0,Unidentified_Sources,Pune,0.0,0.0,64210,14634
345,2019,6,1,1,Came_From_Google,Bangalore,116576.0,93184.0,43263,31584
346,2019,6,1,1,Came_From_Google,Chennai,79022.0,55908.0,26509,17254
347,2019,6,1,1,Came_From_Google,Dehradun,149300.0,115068.0,49162,32966
348,2019,6,1,1,Came_From_Google,Indore,975980.0,760346.0,429434,258797
349,2019,6,1,1,Came_From_Google,Pune,370399.0,283721.0,129240,92590
350,2019,6,1,1,Landed_on_the_page_Directly,Bangalore,500893.0,278466.0,61081,34270
351,2019,6,1,1,Landed_on_the_page_Directly,Chennai,296176.0,128595.0,40869,21459
352,2019,6,1,1,Landed_on_the_page_Directly,Dehradun,526804.0,256776.0,46153,22530
353,2019,6,1,1,Landed_on_the_page_Directly,Indore,2141633.0,1311590.0,588670,286866
354,2019,6,1,1,Landed_on_the_page_Directly,Pune,1644812.0,908824.0,318315,172130
355,2019,6,1,1,Unidentified_Sources,Bangalore,70249.0,51396.0,10674,4734
356,2019,6,1,1,Unidentified_Sources,Chennai,49464.0,35497.0,9904,5240
357,2019,6,1,1,Unidentified_Sources,Dehradun,69452.0,52046.0,9346,5328
358,2019,6,1,1,Unidentified_Sources,Indore,522058.0,385605.0,175897,76767
359,2019,6,1,1,Unidentified_Sources,Pune,190705.0,130750.0,37332,21330
360,2019,7,0,0,Came_From_Google,Bangalore,0.0,0.0,46498,15157
361,2019,7,0,0,Came_From_Google,Chennai,0.0,0.0,83411,30171
362,2019,7,0,0,Came_From_Google,Dehradun,0.0,0.0,42312,16455
363,2019,7,0,0,Came_From_Google,Indore,0.0,0.0,221350,78976
364,2019,7,0,0,Came_From_Google,Pune,0.0,0.0,174274,37394
365,2019,7,0,0,Landed_on_the_page_Directly,Bangalore,0.0,0.0,82792,24997
366,2019,7,0,0,Landed_on_the_page_Directly,Chennai,0.0,0.0,127846,50229
367,2019,7,0,0,Landed_on_the_page_Directly,Dehradun,0.0,0.0,78336,22657
368,2019,7,0,0,Landed_on_the_page_Directly,Indore,0.0,0.0,356167,137863
369,2019,7,0,0,Landed_on_the_page_Directly,Pune,0.0,0.0,438811,87473
370,2019,7,0,0,Unidentified_Sources,Bangalore,0.0,0.0,30862,6129
371,2019,7,0,0,Unidentified_Sources,Chennai,0.0,0.0,56128,17020
372,2019,7,0,0,Unidentified_Sources,Dehradun,0.0,0.0,29222,6965
373,2019,7,0,0,Unidentified_Sources,Indore,0.0,0.0,113789,31724
374,2019,7,0,0,Unidentified_Sources,Pune,0.0,0.0,122797,20351
375,2019,7,0,1,Came_From_Google,Bangalore,93909.0,79984.0,42412,30013
376,2019,7,0,1,Came_From_Google,Chennai,236269.0,199421.0,107655,74696
377,2019,7,0,1,Came_From_Google,Dehradun,121583.0,101567.0,45753,30892
378,2019,7,0,1,Came_From_Google,Indore,840659.0,694339.0,438041,268879
379,2019,7,0,1,Came_From_Google,Pune,306668.0,224324.0,120929,84581
380,2019,7,0,1,Landed_on_the_page_Directly,Bangalore,226964.0,154519.0,68890,54863
381,2019,7,0,1,Landed_on_the_page_Directly,Chennai,496221.0,286650.0,128912,101867
382,2019,7,0,1,Landed_on_the_page_Directly,Dehradun,442999.0,184860.0,62398,46825
383,2019,7,0,1,Landed_on_the_page_Directly,Indore,1252001.0,807103.0,468815,335146
384,2019,7,0,1,Landed_on_the_page_Directly,Pune,1728185.0,919213.0,349248,269230
385,2019,7,0,1,Unidentified_Sources,Bangalore,51558.0,41730.0,13742,6678
386,2019,7,0,1,Unidentified_Sources,Chennai,133211.0,105347.0,40813,24716
387,2019,7,0,1,Unidentified_Sources,Dehradun,94994.0,78903.0,14794,8225
388,2019,7,0,1,Unidentified_Sources,Indore,358499.0,281186.0,143047,78976
389,2019,7,0,1,Unidentified_Sources,Pune,215669.0,153686.0,51962,31832
390,2019,7,1,0,Came_From_Google,Bangalore,0.0,0.0,50122,14300
391,2019,7,1,0,Came_From_Google,Chennai,0.0,0.0,54706,18635
392,2019,7,1,0,Came_From_Google,Dehradun,0.0,0.0,36638,12103
393,2019,7,1,0,Came_From_Google,Indore,0.0,0.0,160327,59214
394,2019,7,1,0,Came_From_Google,Pune,0.0,0.0,163614,35658
395,2019,7,1,0,Landed_on_the_page_Directly,Bangalore,0.0,0.0,120795,28911
396,2019,7,1,0,Landed_on_the_page_Directly,Chennai,0.0,0.0,119478,39914
397,2019,7,1,0,Landed_on_the_page_Directly,Dehradun,0.0,0.0,93169,15854
398,2019,7,1,0,Landed_on_the_page_Directly,Indore,0.0,0.0,355332,131526
399,2019,7,1,0,Landed_on_the_page_Directly,Pune,0.0,0.0,545653,85302
400,2019,7,1,0,Unidentified_Sources,Bangalore,0.0,0.0,16957,4201
401,2019,7,1,0,Unidentified_Sources,Chennai,0.0,0.0,24158,8562
402,2019,7,1,0,Unidentified_Sources,Dehradun,0.0,0.0,14932,3883
403,2019,7,1,0,Unidentified_Sources,Indore,0.0,0.0,61997,17612
404,2019,7,1,0,Unidentified_Sources,Pune,0.0,0.0,68118,13019
405,2019,7,1,1,Came_From_Google,Bangalore,124126.0,97111.0,46322,33945
406,2019,7,1,1,Came_From_Google,Chennai,241389.0,194938.0,94537,66862
407,2019,7,1,1,Came_From_Google,Dehradun,154679.0,122816.0,51757,34732
408,2019,7,1,1,Came_From_Google,Indore,955484.0,738181.0,443369,268189
409,2019,7,1,1,Came_From_Google,Pune,487135.0,326922.0,149975,103966
410,2019,7,1,1,Landed_on_the_page_Directly,Bangalore,438111.0,242351.0,64739,36458
411,2019,7,1,1,Landed_on_the_page_Directly,Chennai,579900.0,324212.0,114181,68467
412,2019,7,1,1,Landed_on_the_page_Directly,Dehradun,469987.0,247877.0,49668,24244
413,2019,7,1,1,Landed_on_the_page_Directly,Indore,1740670.0,1133567.0,542071,269108
414,2019,7,1,1,Landed_on_the_page_Directly,Pune,1713845.0,913814.0,358293,191850
415,2019,7,1,1,Unidentified_Sources,Bangalore,75941.0,53458.0,11064,5015
416,2019,7,1,1,Unidentified_Sources,Chennai,124037.0,97839.0,24983,14251
417,2019,7,1,1,Unidentified_Sources,Dehradun,77849.0,55690.0,10069,5786
418,2019,7,1,1,Unidentified_Sources,Indore,459743.0,353701.0,169930,73771
419,2019,7,1,1,Unidentified_Sources,Pune,258246.0,164102.0,48837,28660
420,2019,8,0,0,Came_From_Google,Bangalore,0.0,0.0,53320,14920
421,2019,8,0,0,Came_From_Google,Chennai,0.0,0.0,116397,42873
422,2019,8,0,0,Came_From_Google,Dehradun,0.0,0.0,42936,16555
423,2019,8,0,0,Came_From_Google,Indore,0.0,0.0,166588,53893
424,2019,8,0,0,Came_From_Google,Pune,0.0,0.0,167565,28894
425,2019,8,0,0,Landed_on_the_page_Directly,Bangalore,0.0,0.0,92961,25966
426,2019,8,0,0,Landed_on_the_page_Directly,Chennai,0.0,0.0,180622,75150
427,2019,8,0,0,Landed_on_the_page_Directly,Dehradun,0.0,0.0,80741,22775
428,2019,8,0,0,Landed_on_the_page_Directly,Indore,0.0,0.0,315355,108845
429,2019,8,0,0,Landed_on_the_page_Directly,Pune,0.0,0.0,476337,82734
430,2019,8,0,0,Unidentified_Sources,Bangalore,0.0,0.0,30545,6270
431,2019,8,0,0,Unidentified_Sources,Chennai,0.0,0.0,73221,24777
432,2019,8,0,0,Unidentified_Sources,Dehradun,0.0,0.0,28778,6449
433,2019,8,0,0,Unidentified_Sources,Indore,0.0,0.0,91164,22148
434,2019,8,0,0,Unidentified_Sources,Pune,0.0,0.0,128984,18187
435,2019,8,0,1,Came_From_Google,Bangalore,98358.0,84953.0,45235,32240
436,2019,8,0,1,Came_From_Google,Chennai,330014.0,281275.0,152676,104389
437,2019,8,0,1,Came_From_Google,Dehradun,123557.0,104018.0,47927,31100
438,2019,8,0,1,Came_From_Google,Indore,659867.0,538089.0,336342,186022
439,2019,8,0,1,Came_From_Google,Pune,296201.0,210325.0,105132,72242
440,2019,8,0,1,Landed_on_the_page_Directly,Bangalore,231985.0,153854.0,71257,56942
441,2019,8,0,1,Landed_on_the_page_Directly,Chennai,790934.0,463087.0,171081,133663
442,2019,8,0,1,Landed_on_the_page_Directly,Dehradun,448812.0,180335.0,49795,33838
443,2019,8,0,1,Landed_on_the_page_Directly,Indore,1075645.0,726446.0,435343,279219
444,2019,8,0,1,Landed_on_the_page_Directly,Pune,1801353.0,871611.0,283628,193314
445,2019,8,0,1,Unidentified_Sources,Bangalore,49299.0,40355.0,13282,6627
446,2019,8,0,1,Unidentified_Sources,Chennai,182368.0,147371.0,55827,35556
447,2019,8,0,1,Unidentified_Sources,Dehradun,91453.0,75083.0,13988,7212
448,2019,8,0,1,Unidentified_Sources,Indore,308049.0,244083.0,121753,61433
449,2019,8,0,1,Unidentified_Sources,Pune,259732.0,171173.0,55834,33367
450,2019,8,1,0,Came_From_Google,Bangalore,0.0,0.0,56603,14317
451,2019,8,1,0,Came_From_Google,Chennai,0.0,0.0,84246,28233
452,2019,8,1,0,Came_From_Google,Dehradun,0.0,0.0,39282,12227
453,2019,8,1,0,Came_From_Google,Indore,0.0,0.0,123563,42909
454,2019,8,1,0,Came_From_Google,Pune,0.0,0.0,143741,28123
455,2019,8,1,0,Landed_on_the_page_Directly,Bangalore,0.0,0.0,132718,32309
456,2019,8,1,0,Landed_on_the_page_Directly,Chennai,0.0,0.0,178741,63272
457,2019,8,1,0,Landed_on_the_page_Directly,Dehradun,0.0,0.0,95918,16179
458,2019,8,1,0,Landed_on_the_page_Directly,Indore,0.0,0.0,329763,114477
459,2019,8,1,0,Landed_on_the_page_Directly,Pune,0.0,0.0,534061,81499
460,2019,8,1,0,Unidentified_Sources,Bangalore,0.0,0.0,18360,4427
461,2019,8,1,0,Unidentified_Sources,Chennai,0.0,0.0,35810,13393
462,2019,8,1,0,Unidentified_Sources,Dehradun,0.0,0.0,15402,3478
463,2019,8,1,0,Unidentified_Sources,Indore,0.0,0.0,57940,12257
464,2019,8,1,0,Unidentified_Sources,Pune,0.0,0.0,71608,11763
465,2019,8,1,1,Came_From_Google,Bangalore,133265.0,106304.0,49561,34777
466,2019,8,1,1,Came_From_Google,Chennai,381030.0,311758.0,150319,101389
467,2019,8,1,1,Came_From_Google,Dehradun,160146.0,125998.0,56393,34377
468,2019,8,1,1,Came_From_Google,Indore,777459.0,588503.0,350270,180901
469,2019,8,1,1,Came_From_Google,Pune,410666.0,276901.0,125060,85281
470,2019,8,1,1,Landed_on_the_page_Directly,Bangalore,458974.0,258000.0,75760,42930
471,2019,8,1,1,Landed_on_the_page_Directly,Chennai,1022963.0,578989.0,168423,97710
472,2019,8,1,1,Landed_on_the_page_Directly,Dehradun,551004.0,268600.0,53184,24152
473,2019,8,1,1,Landed_on_the_page_Directly,Indore,1670779.0,1094918.0,521180,220093
474,2019,8,1,1,Landed_on_the_page_Directly,Pune,1810704.0,937334.0,345527,184953
475,2019,8,1,1,Unidentified_Sources,Bangalore,76382.0,54741.0,12236,5409
476,2019,8,1,1,Unidentified_Sources,Chennai,200201.0,155958.0,36912,20246
477,2019,8,1,1,Unidentified_Sources,Dehradun,105997.0,62115.0,10687,5352
478,2019,8,1,1,Unidentified_Sources,Indore,479936.0,367264.0,174286,59787
479,2019,8,1,1,Unidentified_Sources,Pune,327674.0,198930.0,52408,29517
480,2019,9,0,0,Came_From_Google,Bangalore,0.0,0.0,64347,16193
481,2019,9,0,0,Came_From_Google,Chennai,0.0,0.0,124208,43837
482,2019,9,0,0,Came_From_Google,Dehradun,0.0,0.0,46586,17080
483,2019,9,0,0,Came_From_Google,Indore,0.0,0.0,155506,50360
484,2019,9,0,0,Came_From_Google,Pune,0.0,0.0,147859,26638
485,2019,9,0,0,Landed_on_the_page_Directly,Bangalore,0.0,0.0,100664,27121
486,2019,9,0,0,Landed_on_the_page_Directly,Chennai,0.0,0.0,186794,75995
487,2019,9,0,0,Landed_on_the_page_Directly,Dehradun,0.0,0.0,87934,24317
488,2019,9,0,0,Landed_on_the_page_Directly,Indore,0.0,0.0,309432,105259
489,2019,9,0,0,Landed_on_the_page_Directly,Pune,0.0,0.0,424118,76264
490,2019,9,0,0,Unidentified_Sources,Bangalore,0.0,0.0,34795,8752
491,2019,9,0,0,Unidentified_Sources,Chennai,0.0,0.0,76662,24073
492,2019,9,0,0,Unidentified_Sources,Dehradun,0.0,0.0,32143,7079
493,2019,9,0,0,Unidentified_Sources,Indore,0.0,0.0,89841,21825
494,2019,9,0,0,Unidentified_Sources,Pune,0.0,0.0,121982,16867
495,2019,9,0,1,Came_From_Google,Bangalore,108926.0,93236.0,45769,32388
496,2019,9,0,1,Came_From_Google,Chennai,358210.0,305062.0,159530,108217
497,2019,9,0,1,Came_From_Google,Dehradun,124358.0,104226.0,48930,31528
498,2019,9,0,1,Came_From_Google,Indore,631323.0,506275.0,307464,171549
499,2019,9,0,1,Came_From_Google,Pune,264944.0,199691.0,99755,67906
500,2019,9,0,1,Landed_on_the_page_Directly,Bangalore,247451.0,163651.0,68982,55021
501,2019,9,0,1,Landed_on_the_page_Directly,Chennai,769101.0,425989.0,158152,117287
502,2019,9,0,1,Landed_on_the_page_Directly,Dehradun,462535.0,189961.0,66243,47238
503,2019,9,0,1,Landed_on_the_page_Directly,Indore,971373.0,685504.0,398876,259769
504,2019,9,0,1,Landed_on_the_page_Directly,Pune,1388834.0,718022.0,298220,203694
505,2019,9,0,1,Unidentified_Sources,Bangalore,56025.0,44414.0,16559,9194
506,2019,9,0,1,Unidentified_Sources,Chennai,186228.0,149763.0,57409,35153
507,2019,9,0,1,Unidentified_Sources,Dehradun,76255.0,62751.0,14618,7650
508,2019,9,0,1,Unidentified_Sources,Indore,297473.0,234952.0,119172,57807
509,2019,9,0,1,Unidentified_Sources,Pune,239697.0,162651.0,54298,31305
510,2019,9,1,0,Came_From_Google,Bangalore,0.0,0.0,64073,15004
511,2019,9,1,0,Came_From_Google,Chennai,0.0,0.0,88179,28320
512,2019,9,1,0,Came_From_Google,Dehradun,0.0,0.0,40522,13198
513,2019,9,1,0,Came_From_Google,Indore,0.0,0.0,113716,39663
514,2019,9,1,0,Came_From_Google,Pune,0.0,0.0,159287,26600
515,2019,9,1,0,Landed_on_the_page_Directly,Bangalore,0.0,0.0,140543,35351
516,2019,9,1,0,Landed_on_the_page_Directly,Chennai,0.0,0.0,173545,56310
517,2019,9,1,0,Landed_on_the_page_Directly,Dehradun,0.0,0.0,100684,19089
518,2019,9,1,0,Landed_on_the_page_Directly,Indore,0.0,0.0,334451,120666
519,2019,9,1,0,Landed_on_the_page_Directly,Pune,0.0,0.0,518237,77847
520,2019,9,1,0,Unidentified_Sources,Bangalore,0.0,0.0,29534,13142
521,2019,9,1,0,Unidentified_Sources,Chennai,0.0,0.0,35548,13168
522,2019,9,1,0,Unidentified_Sources,Dehradun,0.0,0.0,17131,4468
523,2019,9,1,0,Unidentified_Sources,Indore,0.0,0.0,57746,11937
524,2019,9,1,0,Unidentified_Sources,Pune,0.0,0.0,72294,10813
525,2019,9,1,1,Came_From_Google,Bangalore,147192.0,116368.0,48577,33332
526,2019,9,1,1,Came_From_Google,Chennai,397525.0,324923.0,153162,102491
527,2019,9,1,1,Came_From_Google,Dehradun,160259.0,127437.0,56537,35026
528,2019,9,1,1,Came_From_Google,Indore,738147.0,551077.0,319247,164385
529,2019,9,1,1,Came_From_Google,Pune,377626.0,266143.0,123408,83576
530,2019,9,1,1,Landed_on_the_page_Directly,Bangalore,510146.0,280171.0,77034,42900
531,2019,9,1,1,Landed_on_the_page_Directly,Chennai,922529.0,524022.0,157611,90435
532,2019,9,1,1,Landed_on_the_page_Directly,Dehradun,559308.0,297891.0,55768,26552
533,2019,9,1,1,Landed_on_the_page_Directly,Indore,2051487.0,1366775.0,544348,222292
534,2019,9,1,1,Landed_on_the_page_Directly,Pune,1571301.0,880519.0,338676,176772
535,2019,9,1,1,Unidentified_Sources,Bangalore,101277.0,74977.0,27069,17640
536,2019,9,1,1,Unidentified_Sources,Chennai,189680.0,147623.0,36289,19691
537,2019,9,1,1,Unidentified_Sources,Dehradun,77228.0,60978.0,13478,7081
538,2019,9,1,1,Unidentified_Sources,Indore,480185.0,366192.0,170065,54192
539,2019,9,1,1,Unidentified_Sources,Pune,396909.0,211474.0,52822,27613
540,2019,10,0,0,Came_From_Google,Bangalore,0.0,0.0,63784,16287
541,2019,10,0,0,Came_From_Google,Chennai,0.0,0.0,135781,45612
542,2019,10,0,0,Came_From_Google,Dehradun,0.0,0.0,48804,16668
543,2019,10,0,0,Came_From_Google,Indore,0.0,0.0,160316,49391
544,2019,10,0,0,Came_From_Google,Pune,0.0,0.0,152014,29337
545,2019,10,0,0,Landed_on_the_page_Directly,Bangalore,0.0,0.0,108501,27518
546,2019,10,0,0,Landed_on_the_page_Directly,Chennai,0.0,0.0,200675,72583
547,2019,10,0,0,Landed_on_the_page_Directly,Dehradun,0.0,0.0,98554,25042
548,2019,10,0,0,Landed_on_the_page_Directly,Indore,0.0,0.0,316926,99875
549,2019,10,0,0,Landed_on_the_page_Directly,Pune,0.0,0.0,419765,76351
550,2019,10,0,0,Unidentified_Sources,Bangalore,0.0,0.0,31661,7193
551,2019,10,0,0,Unidentified_Sources,Chennai,0.0,0.0,70582,18944
552,2019,10,0,0,Unidentified_Sources,Dehradun,0.0,0.0,34014,7123
553,2019,10,0,0,Unidentified_Sources,Indore,0.0,0.0,79157,17669
554,2019,10,0,0,Unidentified_Sources,Pune,0.0,0.0,94078,12999
555,2019,10,0,1,Came_From_Google,Bangalore,126990.0,103609.0,50431,34859
556,2019,10,0,1,Came_From_Google,Chennai,418657.0,347470.0,175092,114409
557,2019,10,0,1,Came_From_Google,Dehradun,146450.0,118304.0,52221,32928
558,2019,10,0,1,Came_From_Google,Indore,694728.0,555161.0,331419,182990
559,2019,10,0,1,Came_From_Google,Pune,351818.0,261724.0,127922,84424
560,2019,10,0,1,Landed_on_the_page_Directly,Bangalore,320697.0,183614.0,75892,58416
561,2019,10,0,1,Landed_on_the_page_Directly,Chennai,979323.0,476986.0,169325,124864
562,2019,10,0,1,Landed_on_the_page_Directly,Dehradun,651791.0,255052.0,86562,64780
563,2019,10,0,1,Landed_on_the_page_Directly,Indore,1263765.0,817254.0,448439,279738
564,2019,10,0,1,Landed_on_the_page_Directly,Pune,2269114.0,963706.0,408150,287049
565,2019,10,0,1,Unidentified_Sources,Bangalore,51295.0,37275.0,14366,7467
566,2019,10,0,1,Unidentified_Sources,Chennai,220213.0,138225.0,54301,29507
567,2019,10,0,1,Unidentified_Sources,Dehradun,86175.0,68687.0,18153,10269
568,2019,10,0,1,Unidentified_Sources,Indore,296409.0,225378.0,117550,54585
569,2019,10,0,1,Unidentified_Sources,Pune,246711.0,136642.0,50614,27701
570,2019,10,1,0,Came_From_Google,Bangalore,0.0,0.0,62045,15814
571,2019,10,1,0,Came_From_Google,Chennai,0.0,0.0,103751,33468
572,2019,10,1,0,Came_From_Google,Dehradun,0.0,0.0,45360,14036
573,2019,10,1,0,Came_From_Google,Indore,0.0,0.0,121839,37771
574,2019,10,1,0,Came_From_Google,Pune,0.0,0.0,167559,32070
575,2019,10,1,0,Landed_on_the_page_Directly,Bangalore,0.0,0.0,139106,32112
576,2019,10,1,0,Landed_on_the_page_Directly,Chennai,0.0,0.0,180081,53584
577,2019,10,1,0,Landed_on_the_page_Directly,Dehradun,0.0,0.0,103976,19793
578,2019,10,1,0,Landed_on_the_page_Directly,Indore,0.0,0.0,380190,102561
579,2019,10,1,0,Landed_on_the_page_Directly,Pune,0.0,0.0,488678,78539
580,2019,10,1,0,Unidentified_Sources,Bangalore,0.0,0.0,22684,8325
581,2019,10,1,0,Unidentified_Sources,Chennai,0.0,0.0,34996,12031
582,2019,10,1,0,Unidentified_Sources,Dehradun,0.0,0.0,18920,4851
583,2019,10,1,0,Unidentified_Sources,Indore,0.0,0.0,55769,10120
584,2019,10,1,0,Unidentified_Sources,Pune,0.0,0.0,56160,8465
585,2019,10,1,1,Came_From_Google,Bangalore,167773.0,128993.0,54008,36695
586,2019,10,1,1,Came_From_Google,Chennai,473110.0,384161.0,179843,119657
587,2019,10,1,1,Came_From_Google,Dehradun,193815.0,149001.0,62496,37751
588,2019,10,1,1,Came_From_Google,Indore,833054.0,620384.0,355136,176843
589,2019,10,1,1,Came_From_Google,Pune,489665.0,345076.0,164313,110836
590,2019,10,1,1,Landed_on_the_page_Directly,Bangalore,551141.0,270500.0,82212,44393
591,2019,10,1,1,Landed_on_the_page_Directly,Chennai,971954.0,507221.0,173529,91133
592,2019,10,1,1,Landed_on_the_page_Directly,Dehradun,615112.0,292474.0,64119,29310
593,2019,10,1,1,Landed_on_the_page_Directly,Indore,2255879.0,1470686.0,661476,232370
594,2019,10,1,1,Landed_on_the_page_Directly,Pune,1915254.0,950465.0,393830,199156
595,2019,10,1,1,Unidentified_Sources,Bangalore,80072.0,53100.0,18976,10920
596,2019,10,1,1,Unidentified_Sources,Chennai,174605.0,128530.0,37368,18821
597,2019,10,1,1,Unidentified_Sources,Dehradun,82349.0,62366.0,17818,10068
598,2019,10,1,1,Unidentified_Sources,Indore,488566.0,346473.0,164189,48398
599,2019,10,1,1,Unidentified_Sources,Pune,388239.0,182381.0,49802,23905
600,2019,11,0,0,Came_From_Google,Bangalore,0.0,0.0,68021,17050
601,2019,11,0,0,Came_From_Google,Chennai,0.0,0.0,146689,49879
602,2019,11,0,0,Came_From_Google,Dehradun,0.0,0.0,52975,18406
603,2019,11,0,0,Came_From_Google,Indore,0.0,0.0,176493,56815
604,2019,11,0,0,Came_From_Google,Pune,0.0,0.0,154728,29099
605,2019,11,0,0,Landed_on_the_page_Directly,Bangalore,0.0,0.0,105716,24772
606,2019,11,0,0,Landed_on_the_page_Directly,Chennai,0.0,0.0,193098,69565
607,2019,11,0,0,Landed_on_the_page_Directly,Dehradun,0.0,0.0,93999,23777
608,2019,11,0,0,Landed_on_the_page_Directly,Indore,0.0,0.0,294621,101301
609,2019,11,0,0,Landed_on_the_page_Directly,Pune,0.0,0.0,391920,78722
610,2019,11,0,0,Unidentified_Sources,Bangalore,0.0,0.0,32367,6013
611,2019,11,0,0,Unidentified_Sources,Chennai,0.0,0.0,73340,17098
612,2019,11,0,0,Unidentified_Sources,Dehradun,0.0,0.0,33702,6624
613,2019,11,0,0,Unidentified_Sources,Indore,0.0,0.0,85480,21671
614,2019,11,0,0,Unidentified_Sources,Pune,0.0,0.0,106806,15542
615,2019,11,0,1,Came_From_Google,Bangalore,110233.0,93907.0,48986,34985
616,2019,11,0,1,Came_From_Google,Chennai,398819.0,340958.0,182587,122326
617,2019,11,0,1,Came_From_Google,Dehradun,142224.0,118843.0,56052,36654
618,2019,11,0,1,Came_From_Google,Indore,681451.0,553359.0,343847,197870
619,2019,11,0,1,Came_From_Google,Pune,284521.0,209230.0,106289,75471
620,2019,11,0,1,Landed_on_the_page_Directly,Bangalore,244108.0,155407.0,68867,53736
621,2019,11,0,1,Landed_on_the_page_Directly,Chennai,782340.0,400226.0,140585,110264
622,2019,11,0,1,Landed_on_the_page_Directly,Dehradun,481873.0,188751.0,63412,46736
623,2019,11,0,1,Landed_on_the_page_Directly,Indore,1016530.0,681246.0,405014,280774
624,2019,11,0,1,Landed_on_the_page_Directly,Pune,2302626.0,1208107.0,366074,289589
625,2019,11,0,1,Unidentified_Sources,Bangalore,50285.0,36971.0,13538,6741
626,2019,11,0,1,Unidentified_Sources,Chennai,216145.0,135898.0,48748,26906
627,2019,11,0,1,Unidentified_Sources,Dehradun,88261.0,66855.0,14669,7532
628,2019,11,0,1,Unidentified_Sources,Indore,297014.0,221126.0,115646,57024
629,2019,11,0,1,Unidentified_Sources,Pune,238999.0,130489.0,46258,26268
630,2019,11,1,0,Came_From_Google,Bangalore,0.0,0.0,66359,17860
631,2019,11,1,0,Came_From_Google,Chennai,0.0,0.0,112432,36604
632,2019,11,1,0,Came_From_Google,Dehradun,0.0,0.0,49998,16266
633,2019,11,1,0,Came_From_Google,Indore,0.0,0.0,131840,40465
634,2019,11,1,0,Came_From_Google,Pune,0.0,0.0,175797,31314
635,2019,11,1,0,Landed_on_the_page_Directly,Bangalore,0.0,0.0,134565,32828
636,2019,11,1,0,Landed_on_the_page_Directly,Chennai,0.0,0.0,169124,53115
637,2019,11,1,0,Landed_on_the_page_Directly,Dehradun,0.0,0.0,80126,19314
638,2019,11,1,0,Landed_on_the_page_Directly,Indore,0.0,0.0,335865,101461
639,2019,11,1,0,Landed_on_the_page_Directly,Pune,0.0,0.0,454660,80976
640,2019,11,1,0,Unidentified_Sources,Bangalore,0.0,0.0,17585,4465
641,2019,11,1,0,Unidentified_Sources,Chennai,0.0,0.0,37680,11048
642,2019,11,1,0,Unidentified_Sources,Dehradun,0.0,0.0,18214,4930
643,2019,11,1,0,Unidentified_Sources,Indore,0.0,0.0,52987,11150
644,2019,11,1,0,Unidentified_Sources,Pune,0.0,0.0,61521,10752
645,2019,11,1,1,Came_From_Google,Bangalore,156000.0,124737.0,54962,39357
646,2019,11,1,1,Came_From_Google,Chennai,476187.0,394030.0,190002,128593
647,2019,11,1,1,Came_From_Google,Dehradun,195547.0,154520.0,66941,42783
648,2019,11,1,1,Came_From_Google,Indore,843329.0,635591.0,373059,191812
649,2019,11,1,1,Came_From_Google,Pune,422934.0,296777.0,142274,95352
650,2019,11,1,1,Landed_on_the_page_Directly,Bangalore,496243.0,242764.0,75275,42837
651,2019,11,1,1,Landed_on_the_page_Directly,Chennai,883057.0,460287.0,158883,85321
652,2019,11,1,1,Landed_on_the_page_Directly,Dehradun,563050.0,260341.0,56570,28928
653,2019,11,1,1,Landed_on_the_page_Directly,Indore,1948793.0,1247992.0,602714,207795
654,2019,11,1,1,Landed_on_the_page_Directly,Pune,1651102.0,822676.0,349247,191886
